FREQ,Frequenza,REG_VEHI_AREA,Territorio di immatricolazione automezzo,DATA_TYPE,Indicatore,REG_LOADING,Territorio di carico,REG_UNLOADING,Territorio di scarico,GOODS_TRANSPORT_NST_2007,Tipo di merce (NST 2007),TITLE_OF_TRANSPORT,Titolo di trasporto,DISTANCE_CLASS,Classe di percorrenza,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,WRL_X_ITA,Paesi esteri,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,158417,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,WRL_X_ITA,Paesi esteri,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,168045,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,2879998,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,22906916,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,25786914,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITC1,Piemonte,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,3095,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITC1,Piemonte,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,337133,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITC1,Piemonte,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,340228,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITC3,Liguria,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,143746,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITC3,Liguria,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,143746,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITC4,Lombardia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,24216,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITC4,Lombardia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,1512147,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITC4,Lombardia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,1536363,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITDA,Trentino Alto Adige,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,339364,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITDA,Trentino Alto Adige,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,339364,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITD1,Provincia Autonoma Bolzano / Bozen,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,201976,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITD1,Provincia Autonoma Bolzano / Bozen,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,201976,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITD2,Provincia Autonoma Trento,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,137389,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITD2,Provincia Autonoma Trento,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,137389,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITD3,Veneto,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,769830,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITD3,Veneto,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,6309594,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITD3,Veneto,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,7079424,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITD4,Friuli-Venezia Giulia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,2029374,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITD4,Friuli-Venezia Giulia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,12706389,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITD4,Friuli-Venezia Giulia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,14735763,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITD5,Emilia-Romagna,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,50796,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITD5,Emilia-Romagna,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,810494,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITD5,Emilia-Romagna,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,861290,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITE1,Toscana,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,191070,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITE1,Toscana,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,191070,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITE2,Umbria,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,2305,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITE2,Umbria,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,43867,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITE2,Umbria,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,46173,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITE3,Marche,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,382,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITE3,Marche,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,104885,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITE3,Marche,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,105267,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITE4,Lazio,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,154231,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITE4,Lazio,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,154231,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITF1,Abruzzo,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,40141,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITF1,Abruzzo,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,40141,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITF2,Molise,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,7098,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITF2,Molise,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,7098,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITF3,Campania,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,122258,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITF3,Campania,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,122258,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITF4,Puglia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,62658,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITF4,Puglia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,62658,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITF6,Calabria,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,12497,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITF6,Calabria,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,12497,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITG1,Sicilia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,9343,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD4,Friuli-Venezia Giulia,ITG1,Sicilia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,9343,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,WORLD,Mondo,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,10572885,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,WORLD,Mondo,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,119478981,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,WORLD,Mondo,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,130051866,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,WRL_X_ITA,Paesi esteri,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,12835,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,WRL_X_ITA,Paesi esteri,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,1423765,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,WRL_X_ITA,Paesi esteri,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,1436600,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,10560050,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,118055217,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,128615266,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITC1,Piemonte,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,77137,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITC1,Piemonte,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,3880287,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITC1,Piemonte,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,3957424,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,49256,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,49256,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITC3,Liguria,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,34789,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITC3,Liguria,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,2683433,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITC3,Liguria,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,2718222,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITC4,Lombardia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,877981,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITC4,Lombardia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,16087571,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITC4,Lombardia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,16965552,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITDA,Trentino Alto Adige,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,49231,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITDA,Trentino Alto Adige,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,952355,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITDA,Trentino Alto Adige,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,1001585,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITD1,Provincia Autonoma Bolzano / Bozen,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,39431,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITD1,Provincia Autonoma Bolzano / Bozen,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,456129,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITD1,Provincia Autonoma Bolzano / Bozen,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,495561,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITD2,Provincia Autonoma Trento,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,9799,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITD2,Provincia Autonoma Trento,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,496225,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITD2,Provincia Autonoma Trento,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,506025,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITD3,Veneto,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,541862,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITD3,Veneto,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,9902788,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITD3,Veneto,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,10444650,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITD4,Friuli-Venezia Giulia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,24762,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITD4,Friuli-Venezia Giulia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,792301,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITD4,Friuli-Venezia Giulia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,817062,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITD5,Emilia-Romagna,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,8388245,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITD5,Emilia-Romagna,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,67788616,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITD5,Emilia-Romagna,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,76176861,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITE1,Toscana,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,219446,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITE1,Toscana,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,4804126,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITE1,Toscana,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,5023572,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITE2,Umbria,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,59823,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITE2,Umbria,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,1651371,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITE2,Umbria,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,1711195,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITE3,Marche,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,198321,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITE3,Marche,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,2812409,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITE3,Marche,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,3010730,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITE4,Lazio,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,17876,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITE4,Lazio,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,2283044,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITE4,Lazio,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,2300919,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITF1,Abruzzo,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,61558,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITF1,Abruzzo,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,1040474,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITF1,Abruzzo,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,1102032,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITF2,Molise,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,742,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITF2,Molise,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,141992,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITF2,Molise,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,142734,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITF3,Campania,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,1372107,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITF3,Campania,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,1372107,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITF4,Puglia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,1506,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITF4,Puglia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,1218745,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITF4,Puglia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,1220251,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITF5,Basilicata,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,6770,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITF5,Basilicata,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,159049,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITF5,Basilicata,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,165819,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITF6,Calabria,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,174077,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITF6,Calabria,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,174077,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITG1,Sicilia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,225068,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITG1,Sicilia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,225068,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITG2,Sardegna,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,36148,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITD5,Emilia-Romagna,ITG2,Sardegna,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,36148,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE1,Toscana,WORLD,Mondo,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,6594019,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE1,Toscana,WORLD,Mondo,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,55233285,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE1,Toscana,WORLD,Mondo,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,61827304,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE1,Toscana,WRL_X_ITA,Paesi esteri,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,10546,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE1,Toscana,WRL_X_ITA,Paesi esteri,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,299470,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE1,Toscana,WRL_X_ITA,Paesi esteri,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,310016,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE1,Toscana,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,6583473,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE1,Toscana,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,54933814,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE1,Toscana,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,61517287,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE1,Toscana,ITC1,Piemonte,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,35784,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE1,Toscana,ITC1,Piemonte,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,1381966,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE1,Toscana,ITC1,Piemonte,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,1417749,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE1,Toscana,ITC3,Liguria,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,31068,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE1,Toscana,ITC3,Liguria,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,2178843,,
